"SamplePeriod","TriggerSample","CompressedData"
"0.00000002","4878","True"
"SampleNumber","DSP_I2C0","DSP_I2C1","Clock2","Clock1","ADCout","Data0","Data1","Data2","Data3","Data4","Data5","Data6","Data7","Data8","Data9","Data10","Data11","Data12","Data13"
"2704","","","1","0","0348h","0","0","0","1","0","0","1","0","1","1","0","0","0","0"
"2712","","","1","0","034Dh","1","0","1","1","0","0","1","0","1","1","0","0","0","0"
"2720","","","1","0","034Ah","0","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2744","","","1","0","034Bh","1","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2760","","","1","0","0349h","1","0","0","1","0","0","1","0","1","1","0","0","0","0"
"2768","","","1","0","034Ch","0","0","1","1","0","0","1","0","1","1","0","0","0","0"
"2776","","","1","0","0349h","1","0","0","1","0","0","1","0","1","1","0","0","0","0"
"2784","","","1","0","034Ah","0","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2792","","","1","0","034Ch","0","0","1","1","0","0","1","0","1","1","0","0","0","0"
"2800","","","1","0","0349h","1","0","0","1","0","0","1","0","1","1","0","0","0","0"
"2808","","","1","0","0348h","0","0","0","1","0","0","1","0","1","1","0","0","0","0"
"2816","","","1","0","034Bh","1","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2824","","","1","0","034Ah","0","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2832","","","1","0","0348h","0","0","0","1","0","0","1","0","1","1","0","0","0","0"
"2840","","","1","0","034Bh","1","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2848","","","1","0","0349h","1","0","0","1","0","0","1","0","1","1","0","0","0","0"
"2856","","","1","0","0348h","0","0","0","1","0","0","1","0","1","1","0","0","0","0"
"2864","","","1","0","034Bh","1","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2872","","","1","0","034Ah","0","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2880","","","1","0","034Bh","1","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2888","","","1","0","034Ch","0","0","1","1","0","0","1","0","1","1","0","0","0","0"
"2896","","","1","0","034Ah","0","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2904","","","1","0","0349h","1","0","0","1","0","0","1","0","1","1","0","0","0","0"
"2912","","","1","0","034Bh","1","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2920","","","1","0","0348h","0","0","0","1","0","0","1","0","1","1","0","0","0","0"
