"SamplePeriod","TriggerSample","CompressedData"
"0.00000002","1278","True"
"SampleNumber","DSP_I2C0","DSP_I2C1","Clock2","Clock1","ADCout","Data0","Data1","Data2","Data3","Data4","Data5","Data6","Data7","Data8","Data9","Data10","Data11","Data12","Data13"
"492","","","1","0","034Eh","0","1","1","1","0","0","1","0","1","1","0","0","0","0"
"496","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"498","","","1","0","034Eh","0","1","1","1","0","0","1","0","1","1","0","0","0","0"
"500","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"502","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"504","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"506","","","1","0","0352h","0","1","0","0","1","0","1","0","1","1","0","0","0","0"
"510","","","1","0","034Dh","1","0","1","1","0","0","1","0","1","1","0","0","0","0"
"512","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"514","","","1","0","034Bh","1","1","0","1","0","0","1","0","1","1","0","0","0","0"
"518","","","1","0","034Eh","0","1","1","1","0","0","1","0","1","1","0","0","0","0"
"520","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"522","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"524","","","1","0","0352h","0","1","0","0","1","0","1","0","1","1","0","0","0","0"
"526","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"530","","","1","0","034Dh","1","0","1","1","0","0","1","0","1","1","0","0","0","0"
"532","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"534","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"536","","","1","0","034Dh","1","0","1","1","0","0","1","0","1","1","0","0","0","0"
"538","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"540","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"542","","","1","0","034Eh","0","1","1","1","0","0","1","0","1","1","0","0","0","0"
"544","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"546","","","1","0","0352h","0","1","0","0","1","0","1","0","1","1","0","0","0","0"
"548","","","1","0","034Dh","1","0","1","1","0","0","1","0","1","1","0","0","0","0"
"550","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"552","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"554","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"556","","","1","0","034Dh","1","0","1","1","0","0","1","0","1","1","0","0","0","0"
"558","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"560","","","1","0","034Eh","0","1","1","1","0","0","1","0","1","1","0","0","0","0"
"564","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"566","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"568","","","1","0","0352h","0","1","0","0","1","0","1","0","1","1","0","0","0","0"
"570","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"572","","","1","0","0352h","0","1","0","0","1","0","1","0","1","1","0","0","0","0"
"578","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"580","","","1","0","034Eh","0","1","1","1","0","0","1","0","1","1","0","0","0","0"
"582","","","1","0","034Dh","1","0","1","1","0","0","1","0","1","1","0","0","0","0"
"588","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"590","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"592","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"594","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"596","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"598","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"600","","","1","0","0353h","1","1","0","0","1","0","1","0","1","1","0","0","0","0"
"602","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"608","","","1","0","0352h","0","1","0","0","1","0","1","0","1","1","0","0","0","0"
"610","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"612","","","1","0","0352h","0","1","0","0","1","0","1","0","1","1","0","0","0","0"
"614","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"616","","","1","0","034Eh","0","1","1","1","0","0","1","0","1","1","0","0","0","0"
"618","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"620","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"622","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"624","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"626","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"628","","","1","0","0352h","0","1","0","0","1","0","1","0","1","1","0","0","0","0"
"630","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"632","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"634","","","1","0","034Eh","0","1","1","1","0","0","1","0","1","1","0","0","0","0"
"638","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"640","","","1","0","0354h","0","0","1","0","1","0","1","0","1","1","0","0","0","0"
"642","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"646","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
